x_max,signal,k,gamma,peak_omega,abs_gap,rel_gap
2000000,psi_norm,2,21.022039639,21.09077429358049,0.0687346545804921,0.003269647273092182
2000000,psi_norm,3,25.01085758,25.172859640725104,0.16200206072510426,0.006477269330206799
2000000,psi_norm,4,30.424876126,30.615640103584585,0.1907639775845844,0.006270000140495705
2000000,psi_norm,5,32.935061588,32.65668277715689,0.27837881084311533,0.008452354342781724
2000000,psi_norm,6,37.586178159,37.41911568215894,0.16706247684106046,0.004444784892317055
2000000,psi_norm,7,40.918719012,40.820853471446114,0.09786554055388308,0.00239170587244392
2000000,psi_norm,8,43.327073281,43.54224370287585,0.2151704218758539,0.0049661887033161664
2000000,psi_norm,9,48.005150881,48.3046766078779,0.2995257268779028,0.006239449754473167
2000000,psi_norm,10,49.773832478,49.66537172359277,0.10846075440723268,0.002179071793500576
5000000,theta_norm,1,14.134725141,14.235031745978786,0.10030660497878507,0.0070964666081712435
5000000,theta_norm,2,21.022039639,21.043090407099072,0.021050768099073025,0.001001366587665439
5000000,theta_norm,3,25.01085758,24.75657694952832,0.2542806304716798,0.010166809740862945
5000000,theta_norm,4,30.424876126,30.326806763172193,0.09806936282780754,0.00322332825355371
5000000,theta_norm,5,32.935061588,32.80246445812503,0.13259712987497352,0.004026017365131806
5000000,theta_norm,6,37.586178159,37.75377984803069,0.16760168903068973,0.004459130915670327
5000000,theta_norm,7,40.918719012,40.84835196672173,0.07036704527826743,0.0017196785964299442
5000000,theta_norm,8,43.327073281,43.32400966167456,0.003063619325438083,7.070912234410157e-05
5000000,theta_norm,9,48.005150881,48.275325051580225,0.2701741705802263,0.005628024610316531
5000000,theta_norm,10,49.773832478,49.51315389905664,0.260678578943363,0.005237261548195686
5000000,psi_norm,1,14.134725141,14.235031745978786,0.10030660497878507,0.0070964666081712435
5000000,psi_norm,2,21.022039639,21.043090407099072,0.021050768099073025,0.001001366587665439
5000000,psi_norm,3,25.01085758,24.75657694952832,0.2542806304716798,0.010166809740862945
5000000,psi_norm,4,30.424876126,30.326806763172193,0.09806936282780754,0.00322332825355371
5000000,psi_norm,5,32.935061588,32.80246445812503,0.13259712987497352,0.004026017365131806
5000000,psi_norm,6,37.586178159,37.75377984803069,0.16760168903068973,0.004459130915670327
5000000,psi_norm,7,40.918719012,40.84835196672173,0.07036704527826743,0.0017196785964299442
5000000,psi_norm,8,43.327073281,43.32400966167456,0.003063619325438083,7.070912234410157e-05
5000000,psi_norm,9,48.005150881,48.275325051580225,0.2701741705802263,0.005628024610316531
5000000,psi_norm,10,49.773832478,49.51315389905664,0.260678578943363,0.005237261548195686
10000000,theta_norm,1,14.134725141,13.905389158556119,0.22933598244388165,0.016225004742303508
10000000,theta_norm,2,21.022039639,20.85808373783418,0.1639559011658207,0.007799238512596581
10000000,theta_norm,3,25.01085758,24.913822242413048,0.09703533758695215,0.003879728524964563
10000000,theta_norm,4,30.424876126,30.70773439181143,0.2828582658114307,0.00929694059032537
10000000,theta_norm,5,32.935061588,33.025299251570786,0.09023766357078244,0.002739866246482467
10000000,theta_norm,6,37.586178159,37.66042897108949,0.07425081208948825,0.0019754818320550345
10000000,theta_norm,7,40.918719012,41.13677626072852,0.2180572487285204,0.005329034094751891
10000000,theta_norm,8,43.327073281,43.45434112048787,0.12726783948787102,0.00293737448321212
10000000,theta_norm,9,48.005150881,48.08947084000658,0.08431995900657796,0.0017564773250186999
10000000,theta_norm,10,49.773832478,49.827644484826095,0.05381200682609233,0.0010811304685022435
10000000,psi_norm,1,14.134725141,13.905389158556119,0.22933598244388165,0.016225004742303508
