x_max,signal,peak_omega,amp_norm
300000000,theta_norm,13.673860318238603,0.45936988723284355
300000000,theta_norm,14.114952586568881,1.0
300000000,theta_norm,14.55604485489916,0.5334344559695858
300000000,theta_norm,20.731336611523044,0.4823774919807092
300000000,theta_norm,21.17242887985332,0.5990940927640381
300000000,theta_norm,24.70116702649554,0.40628624876230396
300000000,theta_norm,25.142259294825823,0.5217229024303294
300000000,theta_norm,29.994274246458872,0.24173330586579664
300000000,theta_norm,30.435366514789152,0.44852835865244894
300000000,theta_norm,32.64082785644054,0.3211600636693764
300000000,theta_norm,33.08192012477082,0.39677125519107326
300000000,theta_norm,37.49284280807359,0.3698373773582663
300000000,theta_norm,37.93393507640387,0.25908239159276014
300000000,theta_norm,41.02158095471581,0.3179619035141816
300000000,theta_norm,43.2270422963672,0.31971636802072484
300000000,theta_norm,48.07905724800025,0.28275504295017995
300000000,theta_norm,49.84342632132136,0.28575779003678986
300000000,theta_norm,52.931072199633306,0.26761434281031965
300000000,theta_norm,56.459810346275525,0.24308594422149676
300000000,theta_norm,60.870733029578304,0.23347093227845878
300000000,psi_norm,13.673860318238603,0.4713768174203312
300000000,psi_norm,14.114952586568881,1.0
300000000,psi_norm,14.55604485489916,0.531564037970169
300000000,psi_norm,20.731336611523044,0.5004663259272176
300000000,psi_norm,21.17242887985332,0.6157349576608416
300000000,psi_norm,24.70116702649554,0.401034400014787
300000000,psi_norm,25.142259294825823,0.5276098785951762
300000000,psi_norm,29.994274246458872,0.2383492253346664
300000000,psi_norm,30.435366514789152,0.46152008834840513
300000000,psi_norm,32.64082785644054,0.3243762746809644
300000000,psi_norm,33.08192012477082,0.40000398590802144
300000000,psi_norm,37.49284280807359,0.36572908525106385
300000000,psi_norm,37.93393507640387,0.25263810119577185
